dataset_row	predicted_ccsd	xyz_path
3361	-964.4257181775	Structures/structure3361.xyz
3364	-964.4257175334	Structures/structure3364.xyz
3441	-964.4256838717	Structures/structure3441.xyz
3447	-964.4257174564	Structures/structure3447.xyz
3463	-964.4257185918	Structures/structure3463.xyz
3466	-964.4257182151	Structures/structure3466.xyz
3472	-964.4257161819	Structures/structure3472.xyz
3556	-964.4257183199	Structures/structure3556.xyz
3568	-964.4257187239	Structures/structure3568.xyz
3587	-964.4257015473	Structures/structure3587.xyz
3599	-964.4257177226	Structures/structure3599.xyz
3609	-964.4257179701	Structures/structure3609.xyz
3630	-964.4257185947	Structures/structure3630.xyz
3665	-964.4257023018	Structures/structure3665.xyz
3695	-964.4257181282	Structures/structure3695.xyz
3797	-964.4257190116	Structures/structure3797.xyz
3855	-964.4257183265	Structures/structure3855.xyz
3892	-964.4257170509	Structures/structure3892.xyz
3909	-964.4257181881	Structures/structure3909.xyz
3922	-964.4257176367	Structures/structure3922.xyz
3992	-964.4257176847	Structures/structure3992.xyz
4018	-964.4257180789	Structures/structure4018.xyz
4070	-964.4257171510	Structures/structure4070.xyz
4092	-964.4257175569	Structures/structure4092.xyz
4158	-964.4257168823	Structures/structure4158.xyz
4172	-964.4257172368	Structures/structure4172.xyz
4190	-964.4257179424	Structures/structure4190.xyz
4198	-964.4257185024	Structures/structure4198.xyz
4442	-964.4257182828	Structures/structure4442.xyz
4506	-964.4257171395	Structures/structure4506.xyz
4540	-964.4257173306	Structures/structure4540.xyz
4834	-964.4257175472	Structures/structure4834.xyz
4840	-964.4257163865	Structures/structure4840.xyz
4878	-964.4257186700	Structures/structure4878.xyz
4917	-964.4257175236	Structures/structure4917.xyz
4925	-964.4257192978	Structures/structure4925.xyz
5007	-964.4257191258	Structures/structure5007.xyz
5027	-964.4257174834	Structures/structure5027.xyz
5074	-964.4256743916	Structures/structure5074.xyz
5102	-964.4257180995	Structures/structure5102.xyz
5138	-964.4257176322	Structures/structure5138.xyz
5159	-964.4256725095	Structures/structure5159.xyz
5188	-964.4257173431	Structures/structure5188.xyz
5196	-964.4257185444	Structures/structure5196.xyz
5204	-964.4257176150	Structures/structure5204.xyz
5251	-964.4257175155	Structures/structure5251.xyz
5309	-964.4257179822	Structures/structure5309.xyz
5327	-964.4257175427	Structures/structure5327.xyz
5337	-964.4257176094	Structures/structure5337.xyz
5368	-964.4257175480	Structures/structure5368.xyz
5395	-964.4257171465	Structures/structure5395.xyz
5443	-964.4257167844	Structures/structure5443.xyz
5496	-964.4257167088	Structures/structure5496.xyz
